1stFlrSF,GarageArea,GarageYrBlt,GrLivArea,KitchenQual,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
996,564,1992.0,996,Gd,6,936,1992,1992,147000
1713,856,2004.0,1713,Ex,8,1713,2004,2005,274900
1412,576,1988.0,1412,Gd,6,1392,1988,1988,175000
1236,923,1957.0,1236,TA,6,912,1957,1996,149700
1040,648,1963.0,1040,TA,4,1064,1963,1963,132250
1616,608,1995.0,1616,Gd,8,1595,1995,1996,236500
1414,601,1990.0,1414,TA,6,1184,1958,2002,176500
975,576,1997.0,1950,Gd,7,975,1997,1998,239000
1086,490,1989.0,1086,TA,5,1086,1954,2003,144900
1072,528,1923.0,1576,Gd,5,1324,1923,2004,223500
768,624,1987.0,768,TA,5,768,1970,1970,129500
1381,676,1972.0,1381,Gd,6,1161,1972,2006,197500
1284,647,2002.0,2169,Gd,8,1284,2002,2002,228500
720,287,1955.0,720,TA,3,0,1949,1950,72500
1584,520,1920.0,2792,TA,6,1510,1920,1950,256000
936,576,1974.0,936,TA,4,936,1953,1953,93000
1181,588,1974.0,1181,TA,4,1138,1972,1972,137500
1689,954,2007.0,1689,Gd,7,1689,2007,2007,248328
948,280,1956.0,948,TA,4,948,1954,1954,119000
756,440,2000.0,1512,Gd,6,756,2000,2000,168500
894,450,1968.0,894,TA,5,894,1968,1968,129000
932,644,2009.0,1852,Gd,7,900,2009,2009,252678
845,290,1957.0,845,TA,4,0,1957,1957,84000
774,0,1980.0,774,Gd,3,544,1931,2006,79000
2053,666,1996.0,3238,Gd,8,2033,1995,1996,410000
1232,632,2007.0,1232,Gd,7,1232,2007,2007,194500
1164,528,1969.0,1164,TA,7,1164,1969,1969,140000
912,160,1957.0,1248,TA,5,912,1930,1950,87000
1687,572,1966.0,1687,TA,5,747,1948,1950,160000
860,440,2002.0,1960,Gd,6,860,2002,2002,216500
546,286,1970.0,1092,TA,4,546,1970,1970,88000
894,400,1999.0,894,TA,4,894,1954,1954,110000
1479,558,2003.0,1479,Gd,7,1453,2003,2003,226000
1060,270,1968.0,1060,Gd,5,1060,1968,2001,154000
1436,484,2004.0,1436,Gd,7,1436,2004,2004,210000
1044,504,1952.0,1044,Fa,5,540,1952,1952,55993
880,320,1914.0,1768,TA,7,880,1914,1970,163000
816,432,2002.0,816,TA,6,816,1930,2007,120500
774,400,2000.0,1430,TA,7,384,2000,2000,180000
1867,303,1955.0,1867,TA,5,1617,1955,1993,190000
1500,648,2006.0,1500,Gd,7,1356,2006,2006,246578
1100,312,1960.0,1100,TA,4,1100,1960,1960,141000
816,264,1982.0,816,TA,5,816,1982,1982,124500
1328,308,1959.0,1328,TA,5,1350,1959,1959,170000
1728,842,2008.0,2296,Ex,10,1722,2008,2008,451950
864,572,1957.0,864,TA,5,864,1955,1990,115000
1266,453,2005.0,1266,Gd,7,1257,2005,2005,176000
858,0,1980.0,858,TA,4,858,1971,1971,88000
832,506,1993.0,1710,Gd,6,832,1993,1993,187000
772,264,1979.0,1123,TA,4,732,1939,1950,100000
953,460,1999.0,1647,TA,6,953,1999,2000,175000
874,288,1968.0,874,TA,5,864,1968,1968,130000
1788,522,2001.0,1788,Ex,8,1753,2001,2001,236500
1839,416,1957.0,1839,Gd,6,1477,1957,2004,257500
1088,484,1976.0,1868,Gd,5,780,1976,1976,197500
1712,588,2005.0,1712,TA,5,1626,1959,2005,145000
561,462,1980.0,1229,TA,6,561,1980,1980,124000
1600,890,2007.0,1600,Gd,8,1566,2007,2007,256300
916,460,1997.0,1600,TA,6,916,1997,1997,169000
896,240,1936.0,1344,TA,5,896,1936,1950,115000
1126,540,1977.0,1126,Ex,5,1126,1977,1977,175000
923,264,1984.0,923,TA,5,876,1984,1985,119500
616,205,1921.0,616,TA,5,616,1921,1950,89000
1800,0,1980.0,1800,TA,5,1800,1961,1961,141000
1505,505,1953.0,1505,TA,6,1505,1953,1953,149500
1647,621,1977.0,1647,Gd,5,1430,1977,1977,217500
1132,451,2005.0,1132,Gd,4,1132,2005,2005,176000
928,470,1997.0,1764,Gd,6,928,1997,1997,231500
1088,240,1945.0,1529,TA,4,0,1945,1950,98000
1699,336,1969.0,2447,Gd,6,804,1919,1990,169000
1504,457,2005.0,1504,Gd,7,1346,2005,2006,181000
1163,220,1955.0,1163,TA,3,1162,1955,2005,126175
769,440,2000.0,1525,Gd,6,756,2000,2000,177000
935,288,1965.0,935,TA,5,935,1965,1965,137000
813,270,1932.0,813,Gd,6,813,1930,2005,110000
1112,230,1948.0,2008,Ex,5,896,1948,2002,225000
1532,514,1990.0,2329,Gd,7,1475,1990,1990,262280
910,282,1950.0,1558,TA,5,910,1950,1950,152000
832,528,1976.0,1664,TA,7,832,1976,1976,162900
2110,522,1968.0,2110,Ex,7,2110,1968,1968,244000
905,684,1997.0,1786,Gd,6,824,1997,1997,204750
925,336,1977.0,1475,TA,5,757,1977,1977,127000
811,256,1954.0,1387,Gd,5,811,1954,1954,93000
976,380,2004.0,1708,Gd,7,976,2004,2004,130000
1085,440,1962.0,1734,Gd,6,912,1962,1981,159000
1766,520,1970.0,2414,TA,5,954,1900,1970,160000
933,493,1994.0,1908,Gd,7,915,1994,1995,210000
1283,506,1980.0,1283,TA,5,931,1962,1980,140000
1212,573,2001.0,1212,Gd,7,1212,2001,2001,178000
952,672,1978.0,1548,Ex,7,952,1925,2007,205000
980,384,1967.0,980,TA,5,980,1967,1967,135500
1811,470,1956.0,1811,Ex,6,1073,1956,2004,230000
1056,384,1966.0,1056,TA,4,1056,1966,1966,107000
1234,484,2007.0,1234,Gd,8,1234,2007,2007,179900
630,440,1970.0,1302,TA,5,630,1970,1970,106000
1035,0,1980.0,1406,Fa,6,319,1920,1950,89500
858,576,1983.0,858,TA,5,858,1982,1982,134900
1182,736,2005.0,2324,Ex,9,1175,2005,2006,345000
910,414,1953.0,910,Gd,5,105,1953,1996,116000
798,442,1964.0,1611,TA,6,780,1964,1964,167900
684,400,2005.0,1560,Gd,6,684,2005,2005,174000
2020,630,1977.0,2020,TA,5,0,1977,1977,144000
1338,582,2001.0,1338,Gd,8,1338,2001,2001,213500
1188,312,1962.0,1188,TA,5,1188,1962,1962,157900
1459,527,2002.0,1459,Gd,7,1459,2002,2002,192000
1306,533,1996.0,2260,Gd,7,1306,1996,1997,328000
1430,605,2001.0,1430,Gd,7,1413,2001,2002,187100
996,0,1980.0,996,TA,5,996,1940,1969,108000
1092,504,1964.0,1092,TA,6,1092,1964,1964,145000
625,625,2006.0,1250,Gd,7,625,2006,2007,171900
864,572,2004.0,1728,Gd,7,864,2004,2004,190000
924,280,1981.0,924,TA,5,924,1975,1975,110000
1199,530,1993.0,1199,Gd,6,1199,1993,1993,153900
948,300,1968.0,948,TA,5,948,1968,1968,108000
925,429,1965.0,925,TA,5,925,1965,1965,117500
835,366,1920.0,835,TA,5,458,1920,1950,83000
1580,610,2004.0,2466,Gd,8,1580,2004,2005,340000
1216,487,1966.0,2157,Gd,7,924,1966,1966,226000
1060,572,1976.0,1060,TA,5,1040,1976,1976,129900
2633,804,2001.0,2633,Ex,10,2633,2001,2002,466500
1048,280,1922.0,1048,TA,5,993,1922,1950,113000
953,460,2000.0,1664,TA,6,953,2000,2000,172400
784,360,1950.0,784,TA,6,784,1928,1950,76000
1279,473,1980.0,1279,TA,6,1196,1977,1977,171500
1229,284,1956.0,1229,TA,4,1134,1956,1956,135000
1268,244,1954.0,1268,TA,5,1268,1954,1954,132000
1428,480,2007.0,1428,Gd,7,1428,2007,2008,182000
1125,352,1977.0,1125,TA,6,1041,1976,1976,125000
1008,275,1954.0,1008,TA,5,1008,1954,1954,137000
1630,860,2008.0,1630,Ex,8,1622,2008,2008,295493
864,673,2003.0,1728,Gd,6,864,2003,2003,207500
1211,322,1968.0,1211,TA,5,952,1968,1968,134000
1040,286,1959.0,1040,TA,5,1040,1959,1959,133700
1707,511,1981.0,1707,TA,8,1686,1981,1981,228000
955,462,1998.0,1632,TA,7,935,1998,1998,176500
1392,528,1957.0,1392,TA,5,1392,1957,1996,121500
1319,270,1953.0,1319,TA,5,608,1953,1953,123000
742,390,2005.0,1484,Gd,6,742,2005,2005,174000
971,300,1969.0,971,TA,5,971,1969,1969,128500
1062,539,1976.0,1062,TA,6,1029,1976,1976,146800
980,0,1980.0,980,TA,6,945,1975,1975,127500
1405,478,2003.0,1405,Gd,7,1405,2003,2003,171750
959,472,2000.0,1671,TA,6,959,2000,2000,173000
1074,495,1975.0,1074,TA,5,1056,1975,1975,153500
1547,672,1979.0,2320,TA,5,0,1948,1950,169000
918,264,1979.0,918,TA,6,918,1979,1979,99500
1437,528,1976.0,1437,Gd,5,1437,1976,2004,218000
1069,440,1977.0,1069,TA,6,1069,1977,1977,127500
829,441,1968.0,1556,TA,6,727,1968,1968,154000
824,510,2002.0,1894,Gd,7,817,2002,2003,214900
1973,895,2006.0,1973,Gd,8,1935,2006,2006,395000
1898,564,1961.0,2978,Gd,7,710,1967,2007,242000
848,420,2004.0,848,Gd,6,848,2004,2004,149000
804,400,1995.0,1474,TA,7,384,1995,1996,168500
1056,260,1954.0,1056,TA,5,1056,1954,2005,139400
902,484,1983.0,902,TA,5,864,1983,1983,131000
1032,564,1978.0,1032,TA,6,1032,1978,1978,148000
1077,338,1920.0,1077,TA,5,961,1920,1950,67000
1235,480,1961.0,1235,TA,5,1235,1961,1961,98600
1442,719,1990.0,1442,Gd,7,910,1990,1991,179900
483,264,1971.0,987,TA,6,483,1971,1971,85400
1004,504,1977.0,1004,TA,6,975,1977,1977,135000
1006,0,1980.0,1006,TA,5,1006,1959,1959,80000
936,0,1980.0,1716,Fa,5,780,1912,2000,135900
860,565,2004.0,1720,Gd,7,860,2004,2004,196500
960,308,1997.0,960,Fa,4,960,1920,1950,108500
1604,660,2006.0,1604,Gd,7,1604,2006,2006,220000
2217,621,1970.0,2217,Gd,8,2217,1970,1970,268000
1844,540,1969.0,1844,Gd,6,1844,1969,1969,223000
799,380,1993.0,1571,TA,6,799,1993,1994,178000
1479,577,1999.0,1479,Gd,7,1468,1999,2000,191000
1619,529,1965.0,1786,TA,5,1499,1965,1965,228950
1632,338,1958.0,1632,TA,6,1240,1958,1988,139000
866,578,2007.0,1768,Gd,8,866,2007,2007,212000
1096,299,1969.0,1096,TA,5,1096,1969,1969,138800
1236,542,1986.0,2093,TA,7,791,1986,1991,215000
660,453,1966.0,1348,TA,6,660,1966,1966,155000
728,410,2005.0,1456,Gd,7,728,2005,2005,189000
1600,319,1957.0,1600,TA,5,1484,1957,1997,207500
1700,544,2003.0,1700,Gd,6,1682,2003,2003,200000
808,389,1993.0,1593,TA,6,808,1992,1993,178000
1363,288,1951.0,1363,TA,5,1008,1951,2000,164900
855,440,1978.0,1441,TA,6,855,1978,1978,148500
1710,866,2007.0,1710,Gd,8,1710,2007,2008,372402
1222,463,1994.0,2110,Gd,7,948,1994,2002,205000
725,475,1976.0,1479,Gd,6,725,1976,2005,130500
767,367,1998.0,767,TA,7,723,1998,1998,133000
664,426,2006.0,1496,Gd,7,654,2006,2006,179665
1567,648,2006.0,1567,Ex,8,1520,2006,2006,264561
1148,308,1952.0,1148,TA,5,980,1952,1952,123500
1120,753,2006.0,1970,Ex,8,1085,2006,2006,281000
1453,750,1990.0,2810,Gd,8,1453,1990,1990,302000
1470,696,1998.0,2630,Gd,8,1470,1998,1998,315000
1105,480,1960.0,2274,TA,5,1105,1960,1960,154300
1261,433,1958.0,1261,TA,6,1261,1958,1958,163000
1486,480,1968.0,1486,TA,5,1486,1964,1999,167000
773,240,1953.0,773,TA,5,773,1953,1953,110000
1537,462,1962.0,1537,Gd,6,1319,1962,2005,174000
866,546,1998.0,1779,Gd,7,866,1998,1998,197900
1225,0,1980.0,1225,TA,4,950,1959,1959,128950
848,420,2003.0,848,Gd,6,848,2003,2003,131500
780,198,1937.0,1376,TA,6,780,1937,1950,119500
742,440,1999.0,1471,TA,6,729,1999,1999,172500
869,0,1980.0,869,Fa,4,440,1923,1958,85500
729,440,1999.0,1458,TA,6,729,1999,1999,176000
894,440,1974.0,894,TA,5,864,1974,1974,142500
885,427,1998.0,1718,TA,7,832,1998,1998,185000
1701,611,1975.0,1701,TA,5,1390,1975,1981,171000
864,576,1980.0,864,TA,4,864,1972,1972,111250
1094,512,1976.0,1855,TA,6,528,1976,1994,187000
1651,616,1986.0,1651,TA,6,1606,1986,1986,184000
612,528,2009.0,1224,Gd,6,612,2009,2009,164500
928,288,1957.0,928,TA,5,928,1957,1957,112500
372,0,1980.0,1092,Fa,4,0,1930,1950,55000
832,546,1925.0,1641,Ex,7,728,1925,1990,178000
708,776,1968.0,1416,TA,6,708,1968,1968,179900
1058,736,2003.0,1904,Ex,8,1058,2005,2005,275000
936,308,1956.0,936,TA,5,936,1956,2000,129000
716,452,1980.0,1556,TA,6,716,1980,1980,151000
864,400,1951.0,864,TA,4,864,1951,1951,141000
1654,900,2002.0,1654,Gd,7,1654,2002,2002,230000
1416,576,2007.0,1416,Gd,5,816,1918,2007,112000
1268,856,1999.0,2365,Gd,8,1252,1999,1999,337000
1067,436,1996.0,1067,Gd,4,1067,1950,1995,128000
1318,539,1978.0,1902,TA,6,0,1978,1978,112000
1557,420,2003.0,1557,Gd,7,1374,2003,2004,234000
1195,486,1998.0,1839,TA,7,1195,1998,1998,221000
